1 32 46 6.014109e-01 6.053369e-01 1.046344e-02 1.542750e-03 2.548580e-03 1056696
2 16 30 7.751445e-01 7.763564e-01 6.992298e-03 1.276613e-03 1.644365e-03 949988
4 8 40 4.605341e-01 4.623727e-01 7.406921e-03 1.171137e-03 2.532885e-03 741068
8 4 440 2.644815e-01 2.721034e-01 1.453678e-02 6.930138e-04 2.546876e-03 608716
16 2 665 1.921171e-01 1.788394e-01 1.198705e-02 4.648377e-04 2.599191e-03 552228
32 1 665 1.613248e-01 1.608599e-01 2.173793e-02 8.429608e-04 5.240341e-03 552204
