1 32 .03125000000000000000 196 5.565578e-01 5.106330e-01 3.562755e-02 2.544825e-03 4.983668e-03 881348 4.142689e-02 4.692061e-01
2 16 .06250000000000000000 35 3.625768e-01 3.445323e-01 1.494020e-02 2.525355e-03 7.329805e-03 740460 3.459698e-02 3.099353e-01
4 8 .12500000000000000000 42 3.496491e-01 3.219501e-01 1.623124e-02 2.504535e-03 7.779263e-03 800300 6.305122e-02 2.588989e-01
8 4 .25000000000000000000 57 3.556916e-01 3.635230e-01 1.920594e-02 2.543889e-03 6.997876e-03 1049424 1.065557e-01 2.569673e-01
16 2 .50000000000000000000 72 5.199780e-01 5.210241e-01 2.153694e-02 2.538153e-03 4.871470e-03 1386112 1.717771e-01 3.492470e-01
