1 74 2.356121e+00 2.361580e+00 2.188304e-02 2.543852e-03 1.077182e-03 3263168 2.286415e+00
2 72 2.365589e+00 2.366957e+00 2.163274e-02 2.549443e-03 1.077097e-03 3262704 2.292021e+00
4 75 2.359235e+00 2.360192e+00 2.195742e-02 2.535424e-03 1.074245e-03 3256392 2.285243e+00
8 78 2.357839e+00 2.358151e+00 2.250649e-02 2.548359e-03 1.080659e-03 3255732 2.283196e+00
16 78 2.358381e+00 2.359781e+00 2.252414e-02 2.550357e-03 1.080760e-03 3256084 2.284621e+00
32 78 2.355993e+00 2.357414e+00 2.234415e-02 2.529977e-03 1.073200e-03 3256192 2.282371e+00
