2.000000000000000000e+06 1.294911942857141784e-01
4.000000000000000000e+06 2.324715248872179507e-01
6.000000000000000000e+06 3.354518554887217507e-01
8.000000000000000000e+06 4.384321860902254953e-01
1.000000000000000000e+07 5.414125166917292953e-01
1.200000000000000000e+07 6.443928472932330953e-01
1.400000000000000000e+07 7.473731778947368953e-01
1.600000000000000000e+07 8.503535084962405843e-01
1.800000000000000000e+07 9.533338390977443844e-01
2.000000000000000000e+07 1.056314169699248184e+00
2.200000000000000000e+07 1.159294500300751984e+00
2.400000000000000000e+07 1.262274830902255784e+00
2.600000000000000000e+07 1.365255161503759584e+00
2.800000000000000000e+07 1.468235492105263384e+00
3.000000000000000000e+07 1.571215822706766962e+00
3.200000000000000000e+07 1.674196153308270762e+00
3.400000000000000000e+07 1.777176483909774563e+00
3.600000000000000000e+07 1.880156814511278363e+00
3.800000000000000000e+07 1.983137145112782163e+00
4.000000000000000000e+07 2.086117475714285963e+00
