1 79 2.453071e+00 2.454847e+00 2.248349e-02 2.529590e-03 1.030447e-03 3264000 2.379850e+00
2 165 1.464571e+00 2.326190e+00 3.395236e-01 2.643188e-02 1.136273e-02 3268324 2.251116e+00
4 149 2.461389e+00 2.395989e+00 1.708626e-01 1.399761e-02 5.842101e-03 3266184 2.320929e+00
8 149 6.149873e+00 6.079711e+00 9.824826e-02 8.048811e-03 1.323880e-03 3855464 6.005191e+00
16 149 9.644907e+00 9.534965e+00 1.290446e-01 1.057174e-02 1.108734e-03 3820932 9.459704e+00
32 61 1.573227e+01 1.551472e+01 1.633698e-01 2.091736e-02 1.348227e-03 3903432 1.544003e+01
