2.000000000000000000e+06 1.301838228571429723e-01 9.245677142857039454e-03 4.658429999999999863e-03
4.000000000000000000e+06 2.330274504511279099e-01 2.831949548872086941e-03 6.759753000000000289e-03
6.000000000000000000e+06 3.358710780451128475e-01 2.196421954887173289e-03 8.299666000000000682e-03
8.000000000000000000e+06 4.387147056390978128e-01 -6.747056390978278806e-04 8.558414999999999773e-03
1.000000000000000000e+07 5.415583332330827782e-01 -3.805332330827360110e-04 1.394994999999999916e-02
1.200000000000000000e+07 6.444019608270676880e-01 -4.743760827067733388e-03 7.199861000000000108e-03
1.400000000000000000e+07 7.472455884210527088e-01 -5.657884210527042157e-04 1.500851999999999915e-02
1.600000000000000000e+07 8.500892160150376187e-01 -4.264316015037628027e-03 1.094650999999999957e-02
1.800000000000000000e+07 9.529328436090225285e-01 -2.879243609022474892e-03 1.215033000000000085e-02
2.000000000000000000e+07 1.055776471203007549e+00 -6.073471203007496655e-03 1.312108000000000024e-02
2.200000000000000000e+07 1.158620098796992570e+00 -4.100987969926084276e-04 2.201793000000000153e-02
2.400000000000000000e+07 1.261463726390977369e+00 -2.397726390977350519e-03 1.957410999999999873e-02
2.600000000000000000e+07 1.364307353984962390e+00 -3.174353984962463571e-03 1.834631999999999930e-02
2.800000000000000000e+07 1.467150981578947411e+00 -2.589981578947408991e-03 2.519926000000000110e-02
3.000000000000000000e+07 1.569994609172932210e+00 -2.135609172932317890e-03 3.051140000000000102e-02
3.200000000000000000e+07 1.672838236766917230e+00 7.057632330826901779e-04 2.423824999999999938e-02
3.400000000000000000e+07 1.775681864360902251e+00 -3.149864360902254745e-03 3.121631999999999879e-02
3.600000000000000000e+07 1.878525491954887050e+00 3.008350804511294996e-02 3.651999999999999691e-02
3.800000000000000000e+07 1.981369119548872071e+00 -1.236211954887211917e-02 1.921646999999999939e-02
4.000000000000000000e+07 2.084212747142856870e+00 7.382528571433510933e-04 3.394860000000000239e-02
