4.194304000000000000e+06 2.562877564921414164e-01 7.156804350785855862e-02 5.605927999999999606e-03
8.667136000000000000e+06 4.730537950695700156e-01 1.609035049304299303e-01 1.624284999999999965e-02
1.284505600000000000e+07 6.819578625044386833e-01 -1.697386250443866373e-02 1.578028000000000070e-02
1.677721600000000000e+07 8.822725982201189421e-01 -1.219875982201189535e-01 1.191098999999999977e-02
2.123366400000000000e+07 1.112537659365930187e+00 -1.052346593659301277e-01 2.117830000000000060e-02
2.492006400000000000e+07 1.305109548915798223e+00 -8.740454891579818586e-02 3.255534000000000205e-02
2.890137600000000000e+07 1.514869400462620419e+00 -2.592774004626203777e-01 2.680911000000000058e-02
3.317760000000000000e+07 1.741944515314887365e+00 -5.538475153148874064e-01 2.838718000000000144e-02
3.774873600000000000e+07 1.986453393613504925e+00 -1.980163936135048708e-01 4.062947000000000086e-02
4.261478400000000000e+07 2.248506873793184813e+00 3.045971262068150054e-01 4.219574999999999715e-02
4.602265600000000000e+07 2.433007859185172705e+00 1.358102140814827496e+00 5.243068000000000034e-02
4.956160000000000000e+07 2.625382185719838279e+00 -3.145851857198382895e-01 5.133805999999999786e-02
5.511577600000000000e+07 2.928767730769908706e+00 4.446962692300910902e-01 5.207439999999999986e-02
5.898240000000000000e+07 3.140946857609790754e+00 -2.515608576097907445e-01 5.736776999999999849e-02
6.298009600000000000e+07 3.361093967614788180e+00 5.341300323852116172e-01 5.726126000000000132e-02
6.710886400000000000e+07 3.589234075962724813e+00 -9.651090759627249938e-01 3.581822999999999951e-02
